Espanol;Positivo;Negativo;Enojo;Anticipacion;Desagrado;Miedo;Alegria;Tristeza;Sorpresa;Confianza
estuco;0;0;0;0;0;0;0;0;0;0
atascado;0;0;0;0;0;0;0;0;0;0
semental;1;0;0;0;0;0;0;0;0;0
tachonado;0;0;0;0;0;0;0;0;0;0
estudiante;0;0;0;0;0;0;0;0;0;0
estudio;0;0;0;0;0;0;0;0;0;0
estudio;0;0;0;0;0;0;0;0;0;0
estudiar;1;0;0;0;0;0;0;0;0;0
cosas;0;0;0;0;0;0;0;0;0;0
Relleno;0;0;0;0;0;0;0;0;0;0
cargado;0;1;0;0;0;0;0;0;0;0
tropezon;0;1;0;0;0;0;0;0;0;0
tocon;0;0;0;0;0;0;0;0;0;0
aturdido;0;1;0;0;0;1;0;0;1;0
truco;0;0;0;0;0;0;0;0;0;0
enano;0;1;0;0;0;0;0;0;0;0
estupendo;0;0;0;0;0;0;0;0;0;0
estupido;0;1;0;0;0;0;0;0;0;0
estupidez;0;1;0;0;0;0;0;0;0;0
estupor;0;1;0;0;0;0;0;0;0;0
robusto;1;0;0;0;0;0;0;0;0;0
esturion;0;0;0;0;0;0;0;0;0;0
tartamudear;0;0;0;0;0;0;0;0;0;0
orzuelo;0;1;0;0;1;0;0;0;0;0
estilo;0;0;0;0;0;0;0;0;0;0
elegante;0;0;0;0;0;0;0;0;0;0
subatomico;0;0;0;0;0;0;0;0;0;0
subcomision;0;0;0;0;0;0;0;0;0;0
subconsciente;0;0;0;0;0;0;0;0;0;0
subcutaneo;0;0;0;0;0;0;0;0;0;0
subdividir;0;0;0;0;0;0;0;0;0;0
subdivision;0;0;0;0;0;0;0;0;0;0
subduccion;0;0;0;0;0;0;0;0;0;0
dominar;0;1;0;0;0;0;0;0;0;0
suave;0;0;0;0;0;0;0;0;0;0
tema;0;1;0;0;0;0;0;0;0;0
sometido;0;1;0;0;0;0;0;1;0;0
sujecion;0;1;0;0;0;0;0;0;0;0
subjetivo;0;0;0;0;0;0;0;0;0;0
subyugacion;0;1;1;0;1;1;0;1;0;0
sublimacion;1;0;0;0;0;0;1;0;0;0
subliminal;0;0;0;0;0;0;0;0;0;0
submarino;0;0;0;0;0;0;0;0;0;0
sumergido;0;0;0;0;0;0;0;0;0;0
sumergible;0;0;0;0;0;0;0;0;0;0
sumision;0;0;0;0;0;0;0;0;0;0
enviar;0;0;0;1;0;0;0;0;0;0
subordinar;0;1;0;0;0;1;0;0;0;0
subordinacion;0;0;0;0;0;0;0;0;0;0
subtrama;0;0;0;0;0;0;0;0;0;0
citacion;0;1;0;0;0;0;0;0;0;0
suscribir;0;0;0;1;0;0;0;0;0;0
suscripcion;0;0;0;0;0;0;0;0;0;0
subsecuencia;0;0;0;0;0;0;0;0;0;0
subsecuente;0;0;0;0;0;0;0;0;0;0
despues;0;0;0;0;0;0;0;0;0;0
subconjunto;0;0;0;0;0;0;0;0;0;0
disminuir;0;0;0;0;0;0;0;0;0;0
hundimiento;0;1;0;0;0;0;0;1;0;0
subsidiario;0;0;0;0;0;0;0;0;0;0
subvencionar;0;0;0;0;0;0;0;0;0;0
subvencion;0;1;1;0;1;0;0;0;0;0
subsistir;0;1;0;0;0;0;0;0;0;0
subsistencia;0;0;0;0;0;0;0;0;0;0
subsuelo;0;0;0;0;0;0;0;0;0;0
sustancia;1;0;0;0;0;0;0;0;0;0
sustancialmente;0;0;0;0;0;0;0;0;0;0
justificar;0;0;0;0;0;0;0;0;0;1
sustantivo;1;0;0;0;0;0;0;0;0;0
sustituir;0;0;0;0;0;0;0;0;0;0
sustituido;0;0;0;0;0;0;0;0;0;0
sustitucion;0;0;0;0;0;0;0;0;0;0
infraestructura;0;0;0;0;0;0;0;0;0;0
subterraneo;0;0;0;0;0;0;0;0;0;0
sutil;0;0;0;0;0;0;0;0;0;0
sutileza;0;0;0;0;0;0;0;0;0;0
sustraer;0;1;0;0;0;0;0;0;0;0
sustraccion;0;0;0;0;0;0;0;0;0;0
subtipo;0;0;0;0;0;0;0;0;0;0
suburbio;0;0;0;0;0;0;0;0;0;0
suburbano;0;0;0;0;0;0;0;0;0;0
afueras;0;0;0;0;0;0;0;0;0;0
subversion;0;1;1;0;0;1;0;0;0;0
subversivo;0;1;1;0;0;0;0;0;1;0
subvertir;0;1;0;0;1;1;0;1;0;0
subterraneo;0;0;0;0;0;0;0;0;0;0
tener exito;1;0;0;1;0;0;1;0;1;1
subsiguiente;1;0;0;1;0;0;1;0;0;1
exito;1;0;0;1;0;0;1;0;0;0
exitoso;1;0;0;1;0;0;1;0;0;1
sucesion;0;0;0;0;0;0;0;0;0;0
sucesivo;0;0;0;0;0;0;0;0;0;0
sucesor;0;0;0;0;0;0;0;0;0;0
sucinto;1;0;0;0;0;0;0;0;0;0
suculento;1;1;0;0;0;0;0;0;0;0
sucumbir;0;1;0;0;0;0;0;0;0;0
chupar;0;1;0;0;0;0;0;0;0;0
ventosa;0;1;1;0;0;0;0;0;0;0
succion;0;0;0;0;0;0;0;0;0;0
mamon;0;0;0;0;0;0;0;0;0;0
succion;0;0;0;0;0;0;0;0;0;0
repentino;0;0;0;0;0;0;0;0;1;0
repentinamente;0;0;0;0;0;0;0;0;1;0
demandar;0;1;1;0;0;0;0;1;0;0
sufrir;0;1;0;0;0;0;0;0;0;0
victima;0;1;0;0;0;1;0;1;0;0
sufrimiento;0;1;0;0;1;1;0;1;0;0
satisfacer;0;0;0;0;0;0;0;0;0;0
suficiencia;1;0;0;0;0;0;0;0;0;0
suficiente;0;0;0;0;0;0;0;0;0;0
suficientemente;0;0;0;0;0;0;0;0;0;0
sufijo;0;0;0;0;0;0;0;0;0;0
sofocante;0;1;0;0;1;1;0;1;0;0
asfixia;0;1;1;0;0;1;0;0;0;0
azucar;1;0;0;0;0;0;0;0;0;0
sugerir;0;0;0;0;0;0;0;0;0;1
sugerencia;0;0;0;0;0;0;0;0;0;0
sugestivo;0;0;0;0;0;0;0;0;0;0
suicida;0;1;1;0;1;1;0;1;0;0
suicidio;0;1;1;0;0;1;0;1;0;0
traje;0;0;0;0;0;0;0;0;0;0
adecuado;1;0;0;0;0;0;0;0;0;0
suite;0;0;0;0;0;0;0;0;0;0
pretendiente;0;0;0;0;0;0;0;0;0;0
hosco;0;1;1;0;0;0;0;1;0;0
azufre;0;0;0;0;0;0;0;0;0;0
sultan;0;0;0;0;0;1;0;0;0;0
bochornoso;1;0;0;0;0;0;0;0;0;0
suma;0;0;0;0;0;0;0;0;0;0
sumariamente;0;0;0;0;0;0;0;0;0;0
resumir;0;0;0;0;0;0;0;0;0;0
resumen;0;0;0;0;0;0;0;0;0;0
suma;0;0;0;0;0;0;0;0;0;0
verano;0;0;0;0;0;0;0;0;0;0
cumbre;0;0;0;0;0;0;0;0;0;0
convocar;0;0;0;0;0;0;0;0;0;0
citacion;0;1;0;0;0;0;0;0;0;0
sumo;0;0;0;0;0;0;0;0;0;0
sumidero;0;0;0;0;1;0;0;0;0;0
suntuoso;0;0;0;0;0;0;0;0;0;0
sol;1;0;0;1;0;0;1;0;1;1
rayo de sol;0;0;0;0;0;0;0;0;0;0
reloj de sol;0;0;0;1;0;0;0;0;0;1
puesta del sol;0;0;0;0;0;0;0;0;0;0
diversos;0;0;0;0;0;0;0;0;0;0
gafas de sol;0;0;0;0;0;0;0;0;0;0
Gafas de sol;0;0;0;0;0;0;0;0;0;0
hundido;0;1;0;0;1;1;0;1;0;0
sin sol;0;0;0;0;0;0;0;0;0;0
luz de sol;0;0;0;0;0;0;0;0;0;0
soleado;1;0;0;1;0;0;1;0;1;0
amanecer;0;0;0;0;0;0;0;0;0;0
puesta de sol;1;0;0;1;0;0;0;0;0;0
sol;1;0;0;0;0;0;1;0;0;0
jubilacion;0;0;0;0;0;0;0;0;0;0
magnifico;1;0;0;0;0;0;0;0;0;0
superficial;0;1;0;0;0;0;0;0;0;0
superfluo;0;1;0;0;0;0;0;0;0;0
sobrehumano;1;0;0;0;0;0;0;0;0;0
superpuesto;0;0;0;0;0;0;0;0;0;0
superintendente;0;0;0;0;0;0;0;0;0;0
superior;1;0;0;0;0;0;0;0;0;0
superioridad;1;0;0;0;0;0;0;0;0;0
superlativo;0;0;0;0;0;0;0;0;0;0
superhombre;1;0;0;0;0;0;1;0;0;1
supermercado;0;0;0;0;0;0;0;0;0;0
flotante;0;0;0;0;0;0;0;0;0;0
sobrenatural;0;0;0;0;0;0;0;0;0;0
superposicion;0;0;0;0;0;0;0;0;0;0
reemplazar;0;0;0;0;0;0;0;0;0;0
superestrella;1;0;0;0;0;0;1;0;0;1
supersticion;1;1;0;0;0;1;0;0;0;0
supersticioso;0;1;0;1;0;1;0;0;0;0
supervisar;0;0;0;0;0;0;0;0;0;0
supervision;0;0;0;0;0;0;0;0;0;0
supervisor;0;0;0;0;0;0;0;0;0;0
cena;0;0;0;0;0;0;0;0;0;0
suplantar;0;0;0;0;0;0;0;0;0;0
flexible;0;0;0;0;0;0;0;0;0;0
suplemento;0;0;0;0;0;0;0;0;0;0
hecho suplementario;0;0;0;0;0;0;0;0;0;0
suplementario;0;0;0;0;0;0;0;0;0;0
suplica;1;0;0;0;0;0;0;0;0;1
suministros;1;0;0;0;0;0;0;0;0;0
suministro;1;0;0;0;0;0;0;0;0;0
soportado;1;0;0;0;0;0;0;0;0;0
seguidor;1;0;0;0;0;0;1;0;0;1
partidarios;0;0;0;0;0;0;0;0;0;0
secundario;1;0;0;0;0;0;0;0;0;1
suponer;0;0;0;0;0;0;0;0;0;0
suponiendo que;0;0;0;0;0;0;0;0;0;0
suposicion;0;0;0;0;0;0;0;0;0;0
reprimir;0;1;1;0;0;1;0;1;0;0
supresion;0;1;1;0;1;1;0;0;0;0
supremacia;1;1;1;1;0;1;1;0;1;1
supremo;1;0;0;0;0;0;0;0;0;0
supremamente;1;0;0;0;0;0;0;0;0;0
recargo;0;1;1;0;0;0;0;0;0;0
garantia;1;0;0;0;0;0;0;0;0;1
navegar;0;0;0;0;0;0;0;0;0;0
superficie;0;0;0;0;0;0;0;0;0;0
oleada;0;0;0;0;0;0;0;0;1;0
cirujano;0;0;0;0;0;0;0;0;0;0
cirugia;0;0;0;0;0;1;0;1;0;0
hosco;0;1;1;0;1;0;0;0;0;0
conjetura;1;0;0;0;0;0;0;0;0;0
apellido;0;0;0;0;0;0;0;0;0;0
incomparable;1;0;0;0;0;0;0;0;0;0
superavit;0;0;0;0;0;0;0;0;0;0
sorpresa;1;0;0;0;0;1;1;0;1;0
sorprendido;0;0;0;0;0;0;0;0;1;0
sorprendente;0;0;0;0;0;0;0;0;1;0
asombrosamente;0;0;0;1;0;0;0;0;1;0
Rendicion;0;1;0;0;0;1;0;1;0;0
rendirse;0;1;0;0;0;0;0;1;0;0
sustituto;0;0;0;0;0;0;0;0;0;1
rodear;1;1;0;1;0;0;0;0;0;0
rodeando;0;0;0;0;0;0;0;0;0;0
alrededores;0;0;0;0;0;0;0;0;0;0
vigilancia;0;0;0;0;0;1;0;0;0;0
encuesta;0;0;0;0;0;0;0;0;0;0
agrimensura;1;0;0;0;0;0;0;0;0;0
topografo;0;0;0;0;0;0;0;0;0;0
supervivencia;0;0;0;0;0;0;0;0;0;0
sobrevivir;1;0;0;0;0;0;0;0;0;0
sobreviviente;0;0;0;0;0;0;0;0;0;0
susceptibilidad;0;0;0;0;0;0;0;0;0;0
susceptible;0;1;0;0;0;0;0;0;0;0
sospechar;0;1;0;0;0;1;0;0;0;0
sospecha;0;0;0;0;0;0;0;0;0;0
suspender;0;0;0;0;0;0;0;0;0;0
suspendido;0;0;0;0;0;0;0;0;0;0
tirantes;0;0;0;0;0;0;0;0;0;0
suspenso;0;0;0;1;0;1;0;0;1;0
suspension;0;1;0;0;0;1;0;0;0;0
sospecha;0;1;0;0;0;1;0;0;0;0
sospechas;0;0;0;0;0;0;0;0;0;0
suspicaz;0;1;1;1;0;0;0;0;0;0
sostenido;0;0;0;0;0;0;0;0;0;0
sustento;0;0;0;0;0;0;0;0;0;0
sutura;0;0;0;0;0;0;0;0;0;0
torunda;0;1;0;0;0;0;0;0;0;0
Swag;0;0;0;0;0;0;0;0;0;0
pavonearse;0;0;0;0;0;0;0;0;0;0
golondrina;0;0;0;0;0;0;0;0;0;0
pantano;0;1;0;0;1;1;0;0;0;0
hundido;0;0;0;0;0;0;0;0;0;0
pantanoso;0;1;0;0;1;1;0;0;0;0
cisne;0;0;0;0;0;0;0;0;0;0
intercambiar;0;0;0;0;0;0;0;0;0;0
enjambre;0;0;0;0;1;0;0;0;0;0
enjambre;0;0;0;0;0;0;0;0;0;0
esvastica;0;1;1;0;0;1;0;0;0;0
influencia;0;0;0;0;0;0;0;0;0;0
jurar;1;0;0;0;0;0;0;0;0;1
jurando;0;0;0;0;0;0;0;0;0;0
sudor;0;0;0;0;0;1;0;0;0;0
sueter;0;0;0;0;0;0;0;0;0;0
transpiracion;0;0;0;0;0;0;0;0;0;0
barrer;0;0;0;0;0;0;0;0;0;0
barrido;0;0;0;0;0;0;0;0;0;0
dulce;1;0;0;1;0;0;1;0;1;1
endulzar;0;0;0;0;0;0;0;0;0;0
endulzado;0;0;0;0;0;0;0;0;0;0
edulcorante;0;0;0;0;0;0;0;0;0;0
novio;1;0;0;1;0;0;1;1;0;1
carino;1;0;0;0;0;0;0;0;0;0
dulzura;1;0;0;0;0;0;0;0;0;0
dulces;1;0;0;1;0;0;1;0;0;0
hinchar;0;0;0;0;0;0;0;0;0;0
hinchazon;0;1;0;0;0;1;0;0;0;0
sofocante;0;0;0;0;0;0;0;0;0;0
viraje;0;0;0;0;0;1;0;0;1;0
rapido;1;0;0;0;0;0;0;0;0;0
rapidamente;0;0;0;0;0;0;0;0;0;0
trago;0;1;0;0;1;0;0;0;0;0
nadar;1;0;0;1;0;1;1;0;0;0
nadando;0;0;0;0;0;0;0;0;0;0
cerdo;0;1;0;0;1;0;0;0;0;0
oscilacion;0;0;0;0;0;0;0;0;0;0
balanceo;0;0;0;0;0;0;0;0;0;0
silbido;0;0;0;0;0;0;0;0;0;0
cambiar;0;0;0;0;0;0;0;0;0;0
girar;0;0;0;0;0;0;0;0;0;0
hinchado;0;1;0;0;0;0;0;0;0;0
desmayo;0;0;0;0;0;0;0;0;0;0
redada;0;0;0;0;0;0;0;0;0;0
espada;0;0;0;0;0;0;0;0;0;0
silaba;0;0;0;0;0;0;0;0;0;0
silaba;0;0;0;0;0;0;0;0;0;0
simbolo;0;0;0;0;0;0;0;0;0;0
simbolico;1;0;0;0;0;0;0;0;0;0
simbolicamente;0;0;0;0;0;0;0;0;0;0
simbolismo;0;0;0;0;0;0;0;0;0;0
simbolizar;0;0;0;0;0;0;0;0;0;0
simetrico;0;0;0;0;0;0;0;0;0;0
simetrico;1;0;0;0;0;0;0;0;0;0
simetria;1;0;0;0;0;0;1;0;0;1
simpatico;1;0;0;0;0;1;1;1;0;1
compadecerse;0;0;0;0;0;0;0;1;0;0
simpatia;1;0;0;0;0;0;0;1;0;0
sinfonia;1;0;0;1;0;0;1;0;0;0
sintoma;0;1;0;0;0;0;0;0;0;0
sintomatico;0;0;0;0;0;0;0;0;0;0
sinagoga;0;0;0;0;0;0;0;0;0;0
sincronizar;1;0;0;1;0;0;1;0;1;1
sincronico;0;0;0;0;0;0;0;0;0;0
sincope;0;1;0;0;0;1;0;1;1;0
sindicato;0;0;0;0;0;0;0;0;0;0
sinergico;1;0;0;0;0;0;0;0;0;1
sinergia;0;0;0;0;0;0;0;0;0;0
sinodo;1;0;0;0;0;0;0;0;0;1
sinonimo;0;0;0;0;0;0;0;0;0;0
sinonimo;1;1;0;0;0;1;0;0;0;1
sinopsis;0;0;0;0;0;0;0;0;0;0
sinoptico;0;0;0;0;0;0;0;0;0;0
sintaxis;0;0;0;0;0;0;0;0;0;0
sintesis;0;0;0;0;0;0;0;0;0;0
sintetico;0;0;0;0;0;0;0;0;0;0
jeringuilla;0;0;0;0;0;1;0;0;0;0
jarabe;0;0;0;0;0;0;0;0;0;0
sistema;0;0;0;0;0;0;0;0;0;1
sistematico;0;0;0;0;0;0;0;0;0;0
sistematicamente;0;0;0;0;0;0;0;0;0;0
atigrado;0;0;0;0;0;0;0;0;0;0
tabernaculo;0;0;0;0;0;0;0;0;0;0
mesa;0;0;0;0;0;0;0;0;0;0
cucharada;0;0;0;0;0;0;0;0;0;0
tableta;0;0;0;0;0;0;0;0;0;0
vajilla;0;0;0;0;0;0;0;0;0;0
tabu;0;1;0;0;1;1;0;0;0;0
tabular;0;0;0;0;0;0;0;0;0;0
tabular;0;0;0;1;0;0;0;0;0;0
tabulacion;0;0;0;0;0;0;0;0;0;0
tacometro;0;0;0;0;0;0;0;0;0;0
tacito;0;0;0;0;0;0;0;0;0;0
virar;0;0;0;0;0;0;0;0;0;0
entrada;0;0;1;0;0;0;0;0;1;0
abordando;0;0;0;0;0;0;0;0;0;0
pegajoso;0;0;0;0;0;0;0;0;0;0
tacto;1;0;0;0;0;0;0;0;0;0
tactica;0;0;0;0;0;1;0;0;0;1
tactil;0;0;0;0;0;0;0;0;0;0
tafetan;0;0;0;0;0;0;0;0;0;0
caramelo;0;0;0;0;0;0;0;0;0;0
etiqueta;0;0;0;0;0;0;0;0;0;0
cola;0;0;0;0;0;0;0;0;0;0
atado;0;0;0;0;0;0;0;0;0;0
relaves;0;0;0;0;0;0;0;0;0;0
Sastre;0;0;0;0;0;0;0;0;0;0
sastreria;0;0;0;0;0;0;0;0;0;0
mancha;0;1;0;0;0;0;0;1;0;0
tomador;0;0;0;0;0;0;0;0;0;0
cuento;1;0;0;0;0;0;0;0;0;0
talento;1;0;0;0;0;0;0;0;0;0
talentoso;0;0;0;0;0;0;0;0;0;0
talisman;1;0;0;0;0;0;0;0;0;0
hablar;1;0;0;0;0;0;0;0;0;0
hablador;0;0;0;0;0;0;0;0;0;0
hablador;0;0;0;0;0;0;0;0;0;0
alto;0;0;0;0;0;0;0;0;0;0
recuento;0;0;0;0;0;0;0;0;0;0
sebo;0;0;0;0;0;0;0;0;0;0
cuenta;0;0;0;0;0;0;0;0;0;0
pandereta;0;0;0;0;0;0;0;0;0;0
domadura;0;0;0;0;0;0;0;0;0;0
broncearse;0;0;0;0;0;0;0;0;0;0
tandem;0;0;0;0;0;0;0;0;0;1
Espiga;0;0;0;0;0;0;0;0;0;0
tangente;0;0;0;0;0;0;0;0;0;0
enredo;0;0;0;0;0;0;0;0;0;0
enredado;0;1;0;0;0;0;0;0;0;0
tanque;0;0;0;0;0;0;0;0;0;0
bronceado;1;0;0;0;0;0;0;0;0;0
tentador;1;1;0;1;0;0;1;0;1;0
equivalente;0;0;0;0;0;0;0;0;0;1
grifo;0;0;0;0;0;0;0;0;0;0
cinta;0;0;0;0;0;0;0;0;0;0
afilar;0;0;0;0;0;0;0;0;0;0
disminuyendo;0;0;0;0;0;0;0;0;0;0
tapiz;0;0;0;0;0;0;0;0;0;0
alquitran;0;0;0;0;0;0;0;0;0;0
tardanza;0;1;0;0;0;0;0;0;0;0
tardio;0;1;0;0;0;0;0;0;0;0
objetivo;0;0;0;0;0;0;0;0;0;0
arancel;0;1;1;0;1;0;0;0;0;0
deslustre;0;1;0;0;1;0;0;1;0;0
alquitranado;0;1;0;0;0;0;0;0;0;0
tarta;0;0;0;0;0;0;0;0;0;0
tartan;0;0;0;0;0;0;0;0;0;0
sarro;0;0;0;0;0;0;0;0;0;0
tarea;1;0;0;0;0;0;0;0;0;0
borla;0;0;0;0;0;0;0;0;0;0
gusto;0;0;0;0;0;0;0;0;0;0
de buen gusto;1;0;0;0;0;0;0;0;0;0
insipido;0;1;0;0;1;0;0;0;0;0
saboreo;0;0;0;0;0;0;0;0;0;0
sabroso;1;0;0;0;0;0;0;0;0;0
hacer encaje;0;0;0;0;0;0;0;0;0;0
tatuaje;0;0;0;0;0;0;0;0;0;0
enseno;0;0;0;0;0;0;0;0;0;1
pulla;0;1;1;0;0;1;0;1;0;0
tenso;0;0;0;0;0;0;0;0;0;0
taberna;0;0;0;0;0;0;0;0;0;0
leonado;0;0;0;0;1;0;0;0;0;0
impuesto;0;1;0;0;0;0;0;1;0;0
taxonomia;0;0;0;0;0;0;0;0;0;0
te;0;0;0;0;0;0;0;0;0;0
ensenar;1;0;0;0;0;0;1;0;1;1
profesor;1;0;0;0;0;0;0;0;0;1
ensenando;0;0;0;0;0;0;0;0;0;0
equipo;0;0;0;0;0;0;0;0;0;1
lloroso;0;0;0;0;1;1;0;1;0;0
molestar;0;1;1;1;0;0;0;1;0;0
rompecabezas;0;0;0;0;0;0;0;0;0;0
burlas;0;1;1;0;0;1;0;0;0;0
tecnico;0;0;0;0;0;0;0;0;0;0
tecnicismo;0;0;0;0;0;0;0;0;0;0
tecnico;0;0;0;0;0;0;0;0;0;0
tecnologia;1;0;0;0;0;0;0;0;0;0
Ted;0;0;0;0;0;0;0;0;0;0
tedioso;0;1;0;0;0;0;0;0;0;0
rebosante;0;0;0;0;1;0;0;0;0;0
adolescentes;1;1;0;0;0;0;0;0;0;0
dientes;0;0;0;0;0;0;0;0;0;0
Teflon;0;0;0;0;0;0;0;0;0;0
telegrama;0;0;0;0;0;0;0;0;0;0
telegrafo;0;0;0;0;0;0;0;0;0;0
telefono;0;0;0;0;0;0;0;0;0;0
telescopio;0;0;0;0;0;0;0;0;0;0
telescopico;0;0;0;0;0;0;0;0;0;0
television;0;0;0;0;0;0;0;0;0;0
cajero;0;0;0;0;0;0;0;0;0;0
narracion;0;0;0;0;0;0;0;0;0;0
indicador;0;0;0;0;0;0;0;0;0;0
templar;0;0;0;0;0;0;0;0;0;0
pintura al temple;0;0;0;0;0;0;0;0;0;0
temperamento;0;0;0;0;0;0;0;0;0;0
templanza;1;0;0;0;0;0;0;0;0;0
templado;0;0;0;0;0;0;0;0;0;1
temperatura;0;0;0;0;0;0;0;0;0;0
templado;1;0;0;0;0;0;0;0;0;0
tempestad;0;1;1;1;0;1;0;1;1;0
templo;0;0;0;0;0;0;0;0;0;0
temporal;0;0;0;0;0;0;0;0;0;0
temporalmente;0;0;0;0;0;0;0;0;0;0
temporal;0;0;0;0;0;0;0;0;0;0
tentar;0;0;0;0;0;0;0;0;0;0
tentacion;0;1;0;0;0;0;0;0;0;0
tentador;0;0;0;0;0;0;0;0;0;0
diez;0;0;0;0;0;0;0;0;0;0
sostenible;1;0;0;0;0;0;0;0;0;0
tenaz;1;0;0;0;0;0;0;0;0;0
tenacidad;1;0;0;0;0;0;0;0;0;0
tenencia;1;0;0;0;0;0;0;0;0;0
inquilino;1;0;0;0;0;0;0;0;0;0
tendencia;0;0;0;0;0;0;0;0;0;0
oferta;1;0;0;0;0;0;1;0;0;1
sensibilidad;1;0;0;0;0;0;1;0;0;0
tendiendo;0;0;0;0;0;0;0;0;0;0
tendon;0;0;0;0;0;0;0;0;0;0
vivienda;0;1;0;0;0;0;0;0;0;0
principio;0;0;0;0;0;0;0;0;0;0
principios;0;0;0;0;0;0;0;0;0;0
decuplo;0;0;0;0;0;0;0;0;0;0
tenis;0;0;0;0;0;0;0;0;0;0
tiempo;0;0;0;0;0;0;0;0;0;0
de tension;0;0;0;0;0;0;0;0;0;0
tension;0;0;1;0;0;0;0;0;0;0
tienda;0;0;0;0;0;0;0;0;0;0
tentaculo;0;0;0;0;0;0;0;0;0;0
tentativo;0;0;0;0;0;0;0;0;0;0
decimo;0;0;0;0;0;0;0;0;0;0
decimas;0;0;0;0;0;0;0;0;0;0
tenue;0;0;0;0;0;0;0;0;0;0
tenencia;0;0;0;0;0;0;0;0;0;0
tibio;0;0;0;0;0;0;0;0;0;0
termino;0;0;0;0;0;0;0;0;0;0
terminal;0;1;0;0;0;1;0;1;0;0
Terminar;0;0;0;0;0;0;0;1;0;0
terminacion;0;1;0;0;0;0;0;1;0;0
termino;0;0;0;0;0;0;0;0;0;0
termita;0;1;0;0;1;0;0;0;0;0
condiciones;0;0;0;0;0;0;0;0;0;0
golondrina;0;0;0;0;0;0;0;0;0;0
ternario;0;0;0;0;0;0;0;0;0;0
terraza;0;0;0;0;0;0;0;0;0;0
terrestre;0;0;0;0;0;0;0;0;0;0
terrible;0;1;1;0;1;1;0;1;0;0
terriblemente;0;0;0;0;0;0;0;1;0;0
terrier;0;0;0;0;0;0;0;0;0;0
estupendo;0;0;0;0;0;0;0;1;0;0
territorial;0;0;0;0;0;0;0;0;0;0
territorio;0;0;0;0;0;0;0;0;0;0
terror;0;1;0;0;0;1;0;0;0;0
terrorismo;0;1;1;0;1;1;0;1;0;0
terrorista;0;1;1;0;1;1;0;1;1;0
aterrorizar;0;1;1;0;0;1;0;1;0;0
breve;0;0;0;0;0;0;0;0;0;0
terciario;0;0;0;0;0;0;0;0;0;0
prueba;0;0;0;0;0;0;0;0;0;0
testamento;0;0;0;1;0;0;0;0;0;1
testificar;0;0;0;0;0;0;0;0;0;0
testimonial;0;0;0;0;0;0;0;0;0;0
testimonio;0;0;0;0;0;0;0;0;0;1
tetanos;0;1;0;0;1;0;0;0;0;0
atar;0;1;0;0;0;0;0;0;0;0
atado;0;0;0;0;0;0;0;0;0;0
tetraedrico;0;0;0;0;0;0;0;0;0;0
texto;0;0;0;0;0;0;0;0;0;0
libro de texto;0;0;0;0;0;0;0;0;0;0
textil;0;0;0;0;0;0;0;0;0;0
textural;0;0;0;0;0;0;0;0;0;0
textura;0;0;0;0;0;0;0;0;0;0
agradecido;1;0;0;0;0;0;1;0;0;0
accion de gracias;1;0;0;0;0;0;1;0;0;0
paja;0;0;0;0;0;0;0;0;0;0
deshielo;0;0;0;0;0;0;0;0;0;0
teatro;0;0;0;0;0;0;0;0;0;0
teatral;0;0;0;0;0;0;0;0;0;0
robo;0;1;1;0;1;1;0;1;0;0
teismo;0;1;0;0;1;0;0;0;0;0
teista;0;0;0;0;0;0;0;0;0;0
tema;0;0;0;0;0;0;0;0;0;0
teocracia;0;0;0;0;0;0;0;0;0;0
teocratico;0;1;1;0;0;1;0;1;0;1
teologo;0;0;0;0;0;0;0;0;0;0
teologico;0;0;0;0;0;0;0;0;0;1
teologia;0;0;0;1;0;0;0;0;0;0
teorema;0;0;0;0;0;0;0;0;0;1
teorico;1;0;0;0;0;0;0;0;0;0
teoria;0;0;0;1;0;0;0;0;0;1
terapeutico;1;0;0;0;0;0;1;0;0;1
terapeutica;1;0;0;0;0;0;0;0;0;0
aproximadamente;0;0;0;0;0;0;0;0;0;0
en esto;0;0;0;0;0;0;0;0;0;0
con eso;0;0;0;0;0;0;0;0;0;0
termico;0;0;0;0;0;0;0;0;0;0
par termoelectrico;0;0;0;1;0;0;0;0;0;0
termodinamica;0;0;0;0;0;0;0;0;0;0
termometro;0;0;0;0;0;0;0;0;0;1
termostato;0;0;0;0;0;0;0;0;0;0
Tesauro;0;0;0;0;0;0;0;0;0;0
tesis;0;0;0;0;0;0;0;0;0;0
grueso;0;0;0;0;0;0;0;0;0;0
espesar;0;0;0;0;0;0;0;0;0;0
espesamiento;0;0;0;0;0;0;0;0;0;0
matorral;0;0;0;0;0;0;0;0;0;0
espesor;0;0;0;0;0;0;0;0;0;0
ladron;0;1;1;0;1;1;0;1;1;0
dedal;0;0;0;0;0;0;0;0;0;0
Delgado;0;0;0;0;0;0;0;0;0;0
cosa;0;0;0;0;0;0;0;0;0;0
cosas;0;0;0;0;0;0;0;0;0;0
pensando;0;0;0;0;0;0;0;0;0;0
tercios;0;0;0;0;0;0;0;0;0;0
sed;0;0;0;1;0;0;0;1;1;0
sediento;0;1;0;0;0;0;0;0;0;0
trece;0;0;0;0;0;0;0;0;0;0
decimotercero;0;0;0;0;0;1;0;0;0;0
cardo;0;0;0;0;0;0;0;0;0;0
alla;0;0;0;0;0;0;0;0;0;0
correa;0;0;0;0;0;0;0;0;0;0
